ID,Titulo,Spotify Link,Youtube Link,Apple Link,Imagen Cover
6pxsLkj78GcJRvh8AnGKCH,Mi ultimo adiÃ³s,https://open.spotify.com/track/6pxsLkj78GcJRvh8AnGKCH,https://music.youtube.com/search?q=Mi%20ultimo%20adi%C3%B3s%20Diosmasgym,https://music.apple.com/us/search?term=Mi%20ultimo%20adi%C3%B3s%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273cd7ab6f0d637f8cb13ce6694
1x3OuUcCzzFCBbseQfE0X0,Mis tres peticiones a Dios,https://open.spotify.com/track/1x3OuUcCzzFCBbseQfE0X0,https://music.youtube.com/search?q=Mis%20tres%20peticiones%20a%20Dios%20Diosmasgym,https://music.apple.com/us/search?term=Mis%20tres%20peticiones%20a%20Dios%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273cd7ab6f0d637f8cb13ce6694
4up3hecxlV2j8Dj3aH9cNl,Que vivan los novios,https://open.spotify.com/track/4up3hecxlV2j8Dj3aH9cNl,https://music.youtube.com/search?q=Que%20vivan%20los%20novios%20Diosmasgym,https://music.apple.com/us/search?term=Que%20vivan%20los%20novios%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273cd7ab6f0d637f8cb13ce6694
10Mc0ZVljR88HuXwGd7Rq3,Test religioso,https://open.spotify.com/track/10Mc0ZVljR88HuXwGd7Rq3,https://music.youtube.com/search?q=Test%20religioso%20Diosmasgym,https://music.apple.com/us/search?term=Test%20religioso%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
1gUHEH8bu57y1GWkc4GmTr,Que raro son las relaciones,https://open.spotify.com/track/1gUHEH8bu57y1GWkc4GmTr,https://music.youtube.com/search?q=Que%20raro%20son%20las%20relaciones%20Diosmasgym,https://music.apple.com/us/search?term=Que%20raro%20son%20las%20relaciones%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
0JdDLcpQOb1hbXeesTUgdM,Piropos 2,https://open.spotify.com/track/0JdDLcpQOb1hbXeesTUgdM,https://music.youtube.com/search?q=Piropos%202%20Diosmasgym,https://music.apple.com/us/search?term=Piropos%202%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
3Zdwui4KQZkaXwL0OXgG5u,Mi historia en la iglesia,https://open.spotify.com/track/3Zdwui4KQZkaXwL0OXgG5u,https://music.youtube.com/search?q=Mi%20historia%20en%20la%20iglesia%20Diosmasgym,https://music.apple.com/us/search?term=Mi%20historia%20en%20la%20iglesia%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
2MoRhLUM0jc7xALbBSTpgh,La vergÃ¼enza del tomatito,https://open.spotify.com/track/2MoRhLUM0jc7xALbBSTpgh,https://music.youtube.com/search?q=La%20verg%C3%BCenza%20del%20tomatito%20Diosmasgym,https://music.apple.com/us/search?term=La%20verg%C3%BCenza%20del%20tomatito%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
2iaFIfaGCPGpkqztpBTmQi,La receta,https://open.spotify.com/track/2iaFIfaGCPGpkqztpBTmQi,https://music.youtube.com/search?q=La%20receta%20Diosmasgym,https://music.apple.com/us/search?term=La%20receta%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
5w4L9yteCy8jLpNqxiiuNT,INCOMPLETO,https://open.spotify.com/track/5w4L9yteCy8jLpNqxiiuNT,https://music.youtube.com/search?q=INCOMPLETO%20Diosmasgym,https://music.apple.com/us/search?term=INCOMPLETO%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
1UxCEPf9MueYgvgYLesgjY,Estoy happy happy happy happy (Estoy feliz),https://open.spotify.com/track/1UxCEPf9MueYgvgYLesgjY,https://music.youtube.com/search?q=Estoy%20happy%20happy%20happy%20happy%20(Estoy%20feliz)%20Diosmasgym,https://music.apple.com/us/search?term=Estoy%20happy%20happy%20happy%20happy%20(Estoy%20feliz)%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
28LCOg9kv4b6BMWPXAW8LU,En un diciembre,https://open.spotify.com/track/28LCOg9kv4b6BMWPXAW8LU,https://music.youtube.com/search?q=En%20un%20diciembre%20Diosmasgym,https://music.apple.com/us/search?term=En%20un%20diciembre%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
5J2kLl2UVnVFSVvQKpXjh2,Corrido tumbados,https://open.spotify.com/track/5J2kLl2UVnVFSVvQKpXjh2,https://music.youtube.com/search?q=Corrido%20tumbados%20Diosmasgym,https://music.apple.com/us/search?term=Corrido%20tumbados%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2730d22a226d07261166a89ad22
1boZSRc3K6efWe1A5yh7q7,Quien sale de la iglesia por causa de la gente no entro a ella por causa de JesÃºs,https://open.spotify.com/track/1boZSRc3K6efWe1A5yh7q7,https://music.youtube.com/search?q=Quien%20sale%20de%20la%20iglesia%20por%20causa%20de%20la%20gente%20no%20entro%20a%20ella%20por%20causa%20de%20Jes%C3%BAs%20Diosmasgym,https://music.apple.com/us/search?term=Quien%20sale%20de%20la%20iglesia%20por%20causa%20de%20la%20gente%20no%20entro%20a%20ella%20por%20causa%20de%20Jes%C3%BAs%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
30SmiQ6R1VBb0Q6wBqDOYE,QuerÃ­a ser pastor,https://open.spotify.com/track/30SmiQ6R1VBb0Q6wBqDOYE,https://music.youtube.com/search?q=Quer%C3%ADa%20ser%20pastor%20Diosmasgym,https://music.apple.com/us/search?term=Quer%C3%ADa%20ser%20pastor%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
3AZmmddBoLCi4co5pQRtnd,MaÃ±ana es hoy,https://open.spotify.com/track/3AZmmddBoLCi4co5pQRtnd,https://music.youtube.com/search?q=Ma%C3%B1ana%20es%20hoy%20Diosmasgym,https://music.apple.com/us/search?term=Ma%C3%B1ana%20es%20hoy%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
6vwT6vNfCh09jswaXaY4E2,Lugar equivocado,https://open.spotify.com/track/6vwT6vNfCh09jswaXaY4E2,https://music.youtube.com/search?q=Lugar%20equivocado%20Diosmasgym,https://music.apple.com/us/search?term=Lugar%20equivocado%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
2U4spdHBtVXuT27xA4LK1e,Los ojos que lo vean,https://open.spotify.com/track/2U4spdHBtVXuT27xA4LK1e,https://music.youtube.com/search?q=Los%20ojos%20que%20lo%20vean%20Diosmasgym,https://music.apple.com/us/search?term=Los%20ojos%20que%20lo%20vean%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
1LbH2PiQb4AW81v7vNdBJi,De nada sirve que sea bonita por fuera si por dentro es basura,https://open.spotify.com/track/1LbH2PiQb4AW81v7vNdBJi,https://music.youtube.com/search?q=De%20nada%20sirve%20que%20sea%20bonita%20por%20fuera%20si%20por%20dentro%20es%20basura%20Diosmasgym,https://music.apple.com/us/search?term=De%20nada%20sirve%20que%20sea%20bonita%20por%20fuera%20si%20por%20dentro%20es%20basura%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
5tmxao6Xv6JMrg3xAOmbot,Arquero de Cristo,https://open.spotify.com/track/5tmxao6Xv6JMrg3xAOmbot,https://music.youtube.com/search?q=Arquero%20de%20Cristo%20Diosmasgym,https://music.apple.com/us/search?term=Arquero%20de%20Cristo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
4L5tWV7860ZSb3jt9ntKLA,Aprende a escuchar,https://open.spotify.com/track/4L5tWV7860ZSb3jt9ntKLA,https://music.youtube.com/search?q=Aprende%20a%20escuchar%20Diosmasgym,https://music.apple.com/us/search?term=Aprende%20a%20escuchar%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
4QzmFJ61inHeg8PjkYFaqn,Â¿CÃ³mo se que me gusta ?,https://open.spotify.com/track/4QzmFJ61inHeg8PjkYFaqn,https://music.youtube.com/search?q=%C2%BFC%C3%B3mo%20se%20que%20me%20gusta%20%3F%20Diosmasgym,https://music.apple.com/us/search?term=%C2%BFC%C3%B3mo%20se%20que%20me%20gusta%20%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
70oXapYXzLT0wh2tRPoPir,Una vida santa no solo una semana,https://open.spotify.com/track/70oXapYXzLT0wh2tRPoPir,https://music.youtube.com/search?q=Una%20vida%20santa%20no%20solo%20una%20semana%20Diosmasgym,https://music.apple.com/us/search?term=Una%20vida%20santa%20no%20solo%20una%20semana%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2739f3c66959a067eac1d96ecab
6EltHk123m4lvyv0r2mj0Y,Â¿Que fue primero el huevo o la Gallina?,https://open.spotify.com/track/6EltHk123m4lvyv0r2mj0Y,https://music.youtube.com/search?q=%C2%BFQue%20fue%20primero%20el%20huevo%20o%20la%20Gallina%3F%20Diosmasgym,https://music.apple.com/us/search?term=%C2%BFQue%20fue%20primero%20el%20huevo%20o%20la%20Gallina%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
2TzbP7Ol3GTo7HGh5PIRhN,Amo a ese perfecto Hombre,https://open.spotify.com/track/2TzbP7Ol3GTo7HGh5PIRhN,https://music.youtube.com/search?q=Amo%20a%20ese%20perfecto%20Hombre%20Diosmasgym,https://music.apple.com/us/search?term=Amo%20a%20ese%20perfecto%20Hombre%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
14fRNs1NCpY11nxgGALWh4,Demasiado ... para pensar en Dios,https://open.spotify.com/track/14fRNs1NCpY11nxgGALWh4,https://music.youtube.com/search?q=Demasiado%20...%20para%20pensar%20en%20Dios%20Diosmasgym,https://music.apple.com/us/search?term=Demasiado%20...%20para%20pensar%20en%20Dios%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
4rUj9Fk2hgQNScowLt967g,El Ãºnico cristiano de la familia,https://open.spotify.com/track/4rUj9Fk2hgQNScowLt967g,https://music.youtube.com/search?q=El%20%C3%BAnico%20cristiano%20de%20la%20familia%20Diosmasgym,https://music.apple.com/us/search?term=El%20%C3%BAnico%20cristiano%20de%20la%20familia%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
5iTEaozXMq4UYO93QNBfzr,La Wendy,https://open.spotify.com/track/5iTEaozXMq4UYO93QNBfzr,https://music.youtube.com/search?q=La%20Wendy%20Diosmasgym,https://music.apple.com/us/search?term=La%20Wendy%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
2npkKPryYaYxRXfph5qLRF,"Me ofendieron, aprende a perdonar",https://open.spotify.com/track/2npkKPryYaYxRXfph5qLRF,https://music.youtube.com/search?q=Me%20ofendieron%2C%20aprende%20a%20perdonar%20Diosmasgym,https://music.apple.com/us/search?term=Me%20ofendieron%2C%20aprende%20a%20perdonar%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
1SJkjE9tIKGDsBeDDuhpC8,No estas solo.. Dios te ama,https://open.spotify.com/track/1SJkjE9tIKGDsBeDDuhpC8,https://music.youtube.com/search?q=No%20estas%20solo..%20Dios%20te%20ama%20Diosmasgym,https://music.apple.com/us/search?term=No%20estas%20solo..%20Dios%20te%20ama%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
6FG4r8W3KMfdRdSe9RR2oC,SOY BENDECIDO,https://open.spotify.com/track/6FG4r8W3KMfdRdSe9RR2oC,https://music.youtube.com/search?q=SOY%20BENDECIDO%20Diosmasgym,https://music.apple.com/us/search?term=SOY%20BENDECIDO%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
4qXayBp6yqp8lsi92uqybr,Soy cristiano y soy pecador,https://open.spotify.com/track/4qXayBp6yqp8lsi92uqybr,https://music.youtube.com/search?q=Soy%20cristiano%20y%20soy%20pecador%20Diosmasgym,https://music.apple.com/us/search?term=Soy%20cristiano%20y%20soy%20pecador%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
6GJnmVr6eoPLv0KFA2CrUT,Un histÃ©rico,https://open.spotify.com/track/6GJnmVr6eoPLv0KFA2CrUT,https://music.youtube.com/search?q=Un%20hist%C3%A9rico%20Diosmasgym,https://music.apple.com/us/search?term=Un%20hist%C3%A9rico%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2738dd49a2e9a9b20bcce53b6c0
1yQi3NwKNJjJ92J34Y0nRZ,Tu sangre me perdonÃ³,https://open.spotify.com/track/1yQi3NwKNJjJ92J34Y0nRZ,https://music.youtube.com/search?q=Tu%20sangre%20me%20perdon%C3%B3%20Diosmasgym,https://music.apple.com/us/search?term=Tu%20sangre%20me%20perdon%C3%B3%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
6POPc6r2BO956OqTX2CpMR,TE AMO A NIVEL DE CORINTIOS 13,https://open.spotify.com/track/6POPc6r2BO956OqTX2CpMR,https://music.youtube.com/search?q=TE%20AMO%20A%20NIVEL%20DE%20CORINTIOS%2013%20Diosmasgym,https://music.apple.com/us/search?term=TE%20AMO%20A%20NIVEL%20DE%20CORINTIOS%2013%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
3oZdiftwozXwT6KUppjKQ3,QUE SEA POR CERTEZA NO POR EMOCIÃN,https://open.spotify.com/track/3oZdiftwozXwT6KUppjKQ3,https://music.youtube.com/search?q=QUE%20SEA%20POR%20CERTEZA%20NO%20POR%20EMOCI%C3%93N%20Diosmasgym,https://music.apple.com/us/search?term=QUE%20SEA%20POR%20CERTEZA%20NO%20POR%20EMOCI%C3%93N%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
1eJ0pmJmFHCJXMox1eeom7,PondrÃ© de mi parte no serÃ© un cobarde,https://open.spotify.com/track/1eJ0pmJmFHCJXMox1eeom7,https://music.youtube.com/search?q=Pondr%C3%A9%20de%20mi%20parte%20no%20ser%C3%A9%20un%20cobarde%20Diosmasgym,https://music.apple.com/us/search?term=Pondr%C3%A9%20de%20mi%20parte%20no%20ser%C3%A9%20un%20cobarde%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
101qXnVz0KIgYD1ljJAUp9,Oh cuanto amo a Cristo,https://open.spotify.com/track/101qXnVz0KIgYD1ljJAUp9,https://music.youtube.com/search?q=Oh%20cuanto%20amo%20a%20Cristo%20Diosmasgym,https://music.apple.com/us/search?term=Oh%20cuanto%20amo%20a%20Cristo%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
2MaCTf2YLQ4eKsdyJ3g8Ch,No me escuchaste,https://open.spotify.com/track/2MaCTf2YLQ4eKsdyJ3g8Ch,https://music.youtube.com/search?q=No%20me%20escuchaste%20Diosmasgym,https://music.apple.com/us/search?term=No%20me%20escuchaste%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
5CSxOxFCxluqO37DsFzVyM,La gordura en los cristianos 2,https://open.spotify.com/track/5CSxOxFCxluqO37DsFzVyM,https://music.youtube.com/search?q=La%20gordura%20en%20los%20cristianos%202%20Diosmasgym,https://music.apple.com/us/search?term=La%20gordura%20en%20los%20cristianos%202%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
7kwbiWtBlCyp9kSSidC7fD,En la madrugada,https://open.spotify.com/track/7kwbiWtBlCyp9kSSidC7fD,https://music.youtube.com/search?q=En%20la%20madrugada%20Diosmasgym,https://music.apple.com/us/search?term=En%20la%20madrugada%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
2BbpSOtOV4QLd026HIn3yJ,En Cristo todas las cosas son hechas nuevas,https://open.spotify.com/track/2BbpSOtOV4QLd026HIn3yJ,https://music.youtube.com/search?q=En%20Cristo%20todas%20las%20cosas%20son%20hechas%20nuevas%20Diosmasgym,https://music.apple.com/us/search?term=En%20Cristo%20todas%20las%20cosas%20son%20hechas%20nuevas%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
5rNm8hbvsZtiNMQGvzxg0y,Amor no es 14 de febrero,https://open.spotify.com/track/5rNm8hbvsZtiNMQGvzxg0y,https://music.youtube.com/search?q=Amor%20no%20es%2014%20de%20febrero%20Diosmasgym,https://music.apple.com/us/search?term=Amor%20no%20es%2014%20de%20febrero%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b27362bb50916dcde8d8c02de51b
7grV0nLKKf66G1rTcKYnrq,La Muerte En paz descanse,https://open.spotify.com/track/7grV0nLKKf66G1rTcKYnrq,https://music.youtube.com/search?q=La%20Muerte%20En%20paz%20descanse%20Diosmasgym,https://music.apple.com/us/search?term=La%20Muerte%20En%20paz%20descanse%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
2Ai3C7b4sd9398WuomrAzw,No juzgues a los que se disfrazarÃ¡n en Halloween si tu lo haces disfrazÃ¡ndote de cristiano,https://open.spotify.com/track/2Ai3C7b4sd9398WuomrAzw,https://music.youtube.com/search?q=No%20juzgues%20a%20los%20que%20se%20disfrazar%C3%A1n%20en%20Halloween%20si%20tu%20lo%20haces%20disfraz%C3%A1ndote%20de%20cristiano%20Diosmasgym,https://music.apple.com/us/search?term=No%20juzgues%20a%20los%20que%20se%20disfrazar%C3%A1n%20en%20Halloween%20si%20tu%20lo%20haces%20disfraz%C3%A1ndote%20de%20cristiano%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
0r075rGDRciAmKGOrAafnd,SeÃ±or si no es aquÃ­ sacala de aquÃ­,https://open.spotify.com/track/0r075rGDRciAmKGOrAafnd,https://music.youtube.com/search?q=Se%C3%B1or%20si%20no%20es%20aqu%C3%AD%20sacala%20de%20aqu%C3%AD%20Diosmasgym,https://music.apple.com/us/search?term=Se%C3%B1or%20si%20no%20es%20aqu%C3%AD%20sacala%20de%20aqu%C3%AD%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
5GJgdNsBcQsIEa73H7XXic,Yo no quiero que la gente me vea como santo perfecto,https://open.spotify.com/track/5GJgdNsBcQsIEa73H7XXic,https://music.youtube.com/search?q=Yo%20no%20quiero%20que%20la%20gente%20me%20vea%20como%20santo%20perfecto%20Diosmasgym,https://music.apple.com/us/search?term=Yo%20no%20quiero%20que%20la%20gente%20me%20vea%20como%20santo%20perfecto%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
5rkjCuA1cSYYmeUQ8nDMkW,Un dÃ­a sin ti,https://open.spotify.com/track/5rkjCuA1cSYYmeUQ8nDMkW,https://music.youtube.com/search?q=Un%20d%C3%ADa%20sin%20ti%20Diosmasgym,https://music.apple.com/us/search?term=Un%20d%C3%ADa%20sin%20ti%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
0GZ6IXhfZdbLyS3FxsDJJc,Vico el cristiano que mas admiro,https://open.spotify.com/track/0GZ6IXhfZdbLyS3FxsDJJc,https://music.youtube.com/search?q=Vico%20el%20cristiano%20que%20mas%20admiro%20Diosmasgym,https://music.apple.com/us/search?term=Vico%20el%20cristiano%20que%20mas%20admiro%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
5sZHm4FVTBSIdrfu9RabWS,Son mejores las marcas en las rodillas que en el corazÃ³n,https://open.spotify.com/track/5sZHm4FVTBSIdrfu9RabWS,https://music.youtube.com/search?q=Son%20mejores%20las%20marcas%20en%20las%20rodillas%20que%20en%20el%20coraz%C3%B3n%20Diosmasgym,https://music.apple.com/us/search?term=Son%20mejores%20las%20marcas%20en%20las%20rodillas%20que%20en%20el%20coraz%C3%B3n%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
72RkUYcOsVXTNoAyIZLfm5,Se hizo cristiano,https://open.spotify.com/track/72RkUYcOsVXTNoAyIZLfm5,https://music.youtube.com/search?q=Se%20hizo%20cristiano%20Diosmasgym,https://music.apple.com/us/search?term=Se%20hizo%20cristiano%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
31NFDVKeOFHvE83RnTIfPg,La tÃ³xica,https://open.spotify.com/track/31NFDVKeOFHvE83RnTIfPg,https://music.youtube.com/search?q=La%20t%C3%B3xica%20Diosmasgym,https://music.apple.com/us/search?term=La%20t%C3%B3xica%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
1qK4h1cFQCW9nkPCTacv2e,Tira Todo a la Basura,https://open.spotify.com/track/1qK4h1cFQCW9nkPCTacv2e,https://music.youtube.com/search?q=Tira%20Todo%20a%20la%20Basura%20Diosmasgym,https://music.apple.com/us/search?term=Tira%20Todo%20a%20la%20Basura%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b2737c0dd1885490b1c55bc73c0a
7qXNjY0CBKxV0YIKvOsjwt,CÃ³mo me guffy,https://open.spotify.com/track/7qXNjY0CBKxV0YIKvOsjwt,https://music.youtube.com/search?q=C%C3%B3mo%20me%20guffy%20Diosmasgym,https://music.apple.com/us/search?term=C%C3%B3mo%20me%20guffy%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
640JcR0ljIfobvJZ4PwKzX,Desnudar el alma,https://open.spotify.com/track/640JcR0ljIfobvJZ4PwKzX,https://music.youtube.com/search?q=Desnudar%20el%20alma%20Diosmasgym,https://music.apple.com/us/search?term=Desnudar%20el%20alma%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
5KB83xSSUXHvvhmTNNublR,Â¡Ey menso!,https://open.spotify.com/track/5KB83xSSUXHvvhmTNNublR,https://music.youtube.com/search?q=%C2%A1Ey%20menso!%20Diosmasgym,https://music.apple.com/us/search?term=%C2%A1Ey%20menso!%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
7rn1T2ENCefjpJjYocLcht,Las Ds de la vida,https://open.spotify.com/track/7rn1T2ENCefjpJjYocLcht,https://music.youtube.com/search?q=Las%20Ds%20de%20la%20vida%20Diosmasgym,https://music.apple.com/us/search?term=Las%20Ds%20de%20la%20vida%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
0LMcTWS6xHY5GBfBLbeuum,Lo que creemos y Lo que hacemos,https://open.spotify.com/track/0LMcTWS6xHY5GBfBLbeuum,https://music.youtube.com/search?q=Lo%20que%20creemos%20y%20Lo%20que%20hacemos%20Diosmasgym,https://music.apple.com/us/search?term=Lo%20que%20creemos%20y%20Lo%20que%20hacemos%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
49cHFUcshlIszRgSNOsfzl,MIRA LO QUE HIZO DIOS,https://open.spotify.com/track/49cHFUcshlIszRgSNOsfzl,https://music.youtube.com/search?q=MIRA%20LO%20QUE%20HIZO%20DIOS%20Diosmasgym,https://music.apple.com/us/search?term=MIRA%20LO%20QUE%20HIZO%20DIOS%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
086mXAidJSs2N2b6JeJrZO,Nunca es tarde para empezar,https://open.spotify.com/track/086mXAidJSs2N2b6JeJrZO,https://music.youtube.com/search?q=Nunca%20es%20tarde%20para%20empezar%20Diosmasgym,https://music.apple.com/us/search?term=Nunca%20es%20tarde%20para%20empezar%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
4oQpKRczOFrACswlQhdV9T,Odiame mÃ¡s,https://open.spotify.com/track/4oQpKRczOFrACswlQhdV9T,https://music.youtube.com/search?q=Odiame%20m%C3%A1s%20Diosmasgym,https://music.apple.com/us/search?term=Odiame%20m%C3%A1s%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
6z6h7tWPfJOXt5GZgXGaqt,Si no ama a Cristo quien asegura que te ame toda la vida a ti,https://open.spotify.com/track/6z6h7tWPfJOXt5GZgXGaqt,https://music.youtube.com/search?q=Si%20no%20ama%20a%20Cristo%20quien%20asegura%20que%20te%20ame%20toda%20la%20vida%20a%20ti%20Diosmasgym,https://music.apple.com/us/search?term=Si%20no%20ama%20a%20Cristo%20quien%20asegura%20que%20te%20ame%20toda%20la%20vida%20a%20ti%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
1pWsKHGGKca5mQR9ZvkjWi,Tu eres mi yugo desigual,https://open.spotify.com/track/1pWsKHGGKca5mQR9ZvkjWi,https://music.youtube.com/search?q=Tu%20eres%20mi%20yugo%20desigual%20Diosmasgym,https://music.apple.com/us/search?term=Tu%20eres%20mi%20yugo%20desigual%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273721330fc91d0bf6bc3866704
540Q4KmYCl7AKR1K3h8Vy8,Â¿QuÃ© es la fe segÃºn la biblia?,https://open.spotify.com/track/540Q4KmYCl7AKR1K3h8Vy8,https://music.youtube.com/search?q=%C2%BFQu%C3%A9%20es%20la%20fe%20seg%C3%BAn%20la%20biblia%3F%20Diosmasgym,https://music.apple.com/us/search?term=%C2%BFQu%C3%A9%20es%20la%20fe%20seg%C3%BAn%20la%20biblia%3F%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273dda1c22f789ecf0f46214deb
2mRs986KZ49dTOG1R10VWn,A su voz puse resistencia,https://open.spotify.com/track/2mRs986KZ49dTOG1R10VWn,https://music.youtube.com/search?q=A%20su%20voz%20puse%20resistencia%20Diosmasgym,https://music.apple.com/us/search?term=A%20su%20voz%20puse%20resistencia%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273dda1c22f789ecf0f46214deb
7ryEPtH8yDOYeQ9LVOQN5k,Cuando la Injusticia Laboral Golpea,https://open.spotify.com/track/7ryEPtH8yDOYeQ9LVOQN5k,https://music.youtube.com/search?q=Cuando%20la%20Injusticia%20Laboral%20Golpea%20Diosmasgym,https://music.apple.com/us/search?term=Cuando%20la%20Injusticia%20Laboral%20Golpea%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273dda1c22f789ecf0f46214deb
3xvx12vgmGiVAPgs0JYugQ,El cristiano que se desea y se alegra de lo malo que le pasa a otro cristiano,https://open.spotify.com/track/3xvx12vgmGiVAPgs0JYugQ,https://music.youtube.com/search?q=El%20cristiano%20que%20se%20desea%20y%20se%20alegra%20de%20lo%20malo%20que%20le%20pasa%20a%20otro%20cristiano%20Diosmasgym,https://music.apple.com/us/search?term=El%20cristiano%20que%20se%20desea%20y%20se%20alegra%20de%20lo%20malo%20que%20le%20pasa%20a%20otro%20cristiano%20Diosmasgym,https://i.scdn.co/image/ab67616d0000b273dda1c22f789ecf0f46214deb
